HospitalPosition,Resident,HospitalsRank,ResidentsRank,MatchQuality
hosp037_pos2,res125,9,2,28
hosp037_pos2,res139,11,8,23
hosp037_pos2,res020,13,7,23
hosp037_pos2,res243,14,9,21
hosp037_pos2,res027,15,4,25
hosp037_pos2,res195,16,4,24
hosp037_pos2,res261,18,5,23
hosp037_pos2,res092,19,8,20
hosp037_pos2,res010,21,5,22
hosp037_pos2,res129,22,4,22
hosp037_pos2,res184,24,8,19
hosp037_pos2,res203,26,7,19
hosp037_pos2,res263,27,2,21
hosp037_pos3,res046,1,8,25
hosp037_pos3,res164,2,7,26
hosp037_pos3,res116,4,3,29
hosp037_pos3,res126,5,7,25
hosp037_pos3,res207,6,7,25
hosp037_pos3,res048,7,12,20
hosp037_pos3,res170,8,7,25
hosp037_pos3,res125,9,2,28
hosp037_pos3,res139,11,8,23
hosp037_pos3,res020,13,7,23
hosp037_pos3,res243,14,9,21
hosp037_pos3,res027,15,4,25
hosp037_pos3,res195,16,4,24
hosp037_pos3,res261,18,5,23
hosp037_pos3,res092,19,8,20
hosp037_pos3,res010,21,5,22
hosp037_pos3,res129,22,4,22
hosp037_pos3,res184,24,8,19
hosp037_pos3,res203,26,7,19
hosp037_pos3,res263,27,2,21
hosp038_pos1,res244,6,12,20
hosp038_pos1,res123,7,11,21
hosp038_pos1,res208,8,11,21
hosp038_pos1,res151,9,8,23
hosp038_pos1,res282,18,5,23
hosp038_pos1,res207,24,6,20
hosp038_pos1,res092,27,6,19
hosp038_pos1,res065,30,10,15
hosp038_pos2,res244,6,12,20
hosp038_pos2,res123,7,11,21
hosp038_pos2,res208,8,11,21
hosp038_pos2,res151,9,8,23
hosp038_pos2,res282,18,5,23
hosp038_pos2,res207,24,6,20
hosp038_pos2,res092,27,6,19
hosp038_pos2,res065,30,10,15
hosp038_pos3,res244,6,12,20
hosp038_pos3,res123,7,11,21
hosp038_pos3,res208,8,11,21
hosp038_pos3,res151,9,8,23
hosp038_pos3,res282,18,5,23
hosp038_pos3,res207,24,6,20
hosp038_pos3,res092,27,6,19
hosp038_pos3,res065,30,10,15
hosp038_pos4,res244,6,12,20
hosp038_pos4,res123,7,11,21
hosp038_pos4,res208,8,11,21
hosp038_pos4,res151,9,8,23
hosp038_pos4,res282,18,5,23
hosp038_pos4,res207,24,6,20
hosp038_pos4,res092,27,6,19
hosp038_pos4,res065,30,10,15
hosp038_pos5,res244,6,12,20
hosp038_pos5,res123,7,11,21
hosp038_pos5,res208,8,11,21
hosp038_pos5,res151,9,8,23
hosp038_pos5,res282,18,5,23
hosp038_pos5,res207,24,6,20
hosp038_pos5,res092,27,6,19
hosp038_pos5,res065,30,10,15
hosp038_pos6,res244,6,12,20
hosp038_pos6,res123,7,11,21
hosp038_pos6,res208,8,11,21
hosp038_pos6,res151,9,8,23
hosp038_pos6,res282,18,5,23
hosp038_pos6,res207,24,6,20
hosp038_pos6,res092,27,6,19
hosp038_pos6,res065,30,10,15
hosp042_pos1,res123,1,12,21
hosp042_pos1,res236,2,9,24
hosp042_pos1,res170,4,9,24
hosp042_pos1,res264,5,8,24
hosp042_pos1,res060,7,9,23
hosp042_pos1,res225,11,10,21
hosp042_pos1,res266,13,6,24
hosp042_pos1,res150,15,9,21
hosp042_pos1,res157,16,7,22
hosp042_pos1,res239,17,10,19
hosp042_pos1,res106,18,5,23
hosp042_pos1,res268,20,4,23
hosp042_pos1,res198,21,9,19
hosp042_pos1,res178,25,13,14
hosp042_pos1,res306,28,7,18
hosp042_pos1,res105,29,9,16
hosp042_pos1,res199,32,3,18
hosp042_pos1,res139,33,10,14
hosp042_pos2,res123,1,12,21
hosp042_pos2,res236,2,9,24
hosp042_pos2,res170,4,9,24
hosp042_pos2,res264,5,8,24
hosp042_pos2,res060,7,9,23
hosp042_pos2,res225,11,10,21
hosp042_pos2,res266,13,6,24
hosp042_pos2,res150,15,9,21
hosp042_pos2,res157,16,7,22
hosp042_pos2,res239,17,10,19
hosp042_pos2,res106,18,5,23
hosp042_pos2,res268,20,4,23
hosp042_pos2,res198,21,9,19
hosp042_pos2,res178,25,13,14
hosp042_pos2,res306,28,7,18
hosp042_pos2,res105,29,9,16
hosp042_pos2,res199,32,3,18
hosp042_pos2,res139,33,10,14
hosp042_pos3,res123,1,12,21
hosp042_pos3,res236,2,9,24
hosp042_pos3,res170,4,9,24
hosp042_pos3,res264,5,8,24
hosp042_pos3,res060,7,9,23
hosp042_pos3,res225,11,10,21
hosp042_pos3,res266,13,6,24
hosp042_pos3,res150,15,9,21
hosp042_pos3,res157,16,7,22
hosp042_pos3,res239,17,10,19
hosp042_pos3,res106,18,5,23
hosp042_pos3,res268,20,4,23
hosp042_pos3,res198,21,9,19
hosp042_pos3,res178,25,13,14
hosp042_pos3,res306,28,7,18
hosp042_pos3,res105,29,9,16
hosp042_pos3,res199,32,3,18
hosp042_pos3,res139,33,10,14
hosp042_pos4,res123,1,12,21
hosp042_pos4,res236,2,9,24
hosp042_pos4,res170,4,9,24
hosp042_pos4,res264,5,8,24
hosp042_pos4,res060,7,9,23
hosp042_pos4,res225,11,10,21
hosp042_pos4,res266,13,6,24
hosp042_pos4,res150,15,9,21
hosp042_pos4,res157,16,7,22
hosp042_pos4,res239,17,10,19
hosp042_pos4,res106,18,5,23
hosp042_pos4,res268,20,4,23
hosp042_pos4,res198,21,9,19
hosp042_pos4,res178,25,13,14
hosp042_pos4,res306,28,7,18
hosp042_pos4,res105,29,9,16
hosp042_pos4,res199,32,3,18
hosp042_pos4,res139,33,10,14
hosp042_pos5,res123,1,12,21
hosp042_pos5,res236,2,9,24
hosp042_pos5,res170,4,9,24
hosp042_pos5,res264,5,8,24
hosp042_pos5,res060,7,9,23
hosp042_pos5,res225,11,10,21
hosp042_pos5,res266,13,6,24
hosp042_pos5,res150,15,9,21
hosp042_pos5,res157,16,7,22
hosp042_pos5,res239,17,10,19
hosp042_pos5,res106,18,5,23
hosp042_pos5,res268,20,4,23
hosp042_pos5,res198,21,9,19
hosp042_pos5,res178,25,13,14
hosp042_pos5,res306,28,7,18
hosp042_pos5,res105,29,9,16
hosp042_pos5,res199,32,3,18
hosp042_pos5,res139,33,10,14
hosp042_pos6,res123,1,12,21
hosp042_pos6,res236,2,9,24
hosp042_pos6,res170,4,9,24
hosp042_pos6,res264,5,8,24
hosp042_pos6,res060,7,9,23
hosp042_pos6,res225,11,10,21
hosp042_pos6,res266,13,6,24
hosp042_pos6,res150,15,9,21
hosp042_pos6,res157,16,7,22
hosp042_pos6,res239,17,10,19
hosp042_pos6,res106,18,5,23
hosp042_pos6,res268,20,4,23
hosp042_pos6,res198,21,9,19
hosp042_pos6,res178,25,13,14
hosp042_pos6,res306,28,7,18
hosp042_pos6,res105,29,9,16
hosp042_pos6,res199,32,3,18
hosp042_pos6,res139,33,10,14
hosp042_pos7,res123,1,12,21
hosp042_pos7,res236,2,9,24
hosp042_pos7,res170,4,9,24
hosp042_pos7,res264,5,8,24
hosp042_pos7,res060,7,9,23
hosp042_pos7,res225,11,10,21
hosp042_pos7,res266,13,6,24
hosp042_pos7,res150,15,9,21
hosp042_pos7,res157,16,7,22
hosp042_pos7,res239,17,10,19
hosp042_pos7,res106,18,5,23
hosp042_pos7,res268,20,4,23
hosp042_pos7,res198,21,9,19
hosp042_pos7,res178,25,13,14
hosp042_pos7,res306,28,7,18
hosp042_pos7,res105,29,9,16
hosp042_pos7,res199,32,3,18
hosp042_pos7,res139,33,10,14
hosp042_pos8,res123,1,12,21
hosp042_pos8,res236,2,9,24
hosp042_pos8,res170,4,9,24
hosp042_pos8,res264,5,8,24
hosp042_pos8,res060,7,9,23
hosp042_pos8,res225,11,10,21
hosp042_pos8,res266,13,6,24
hosp042_pos8,res150,15,9,21
hosp042_pos8,res157,16,7,22
hosp042_pos8,res239,17,10,19
hosp042_pos8,res106,18,5,23
hosp042_pos8,res268,20,4,23
hosp042_pos8,res198,21,9,19
hosp042_pos8,res178,25,13,14
hosp042_pos8,res306,28,7,18
hosp042_pos8,res105,29,9,16
hosp042_pos8,res199,32,3,18
hosp042_pos8,res139,33,10,14
hosp042_pos9,res123,1,12,21
hosp042_pos9,res236,2,9,24
hosp042_pos9,res170,4,9,24
hosp042_pos9,res264,5,8,24
hosp042_pos9,res060,7,9,23
hosp042_pos9,res225,11,10,21
hosp042_pos9,res266,13,6,24
hosp042_pos9,res150,15,9,21
hosp042_pos9,res157,16,7,22
hosp042_pos9,res239,17,10,19
hosp042_pos9,res106,18,5,23
hosp042_pos9,res268,20,4,23
hosp042_pos9,res198,21,9,19
hosp042_pos9,res178,25,13,14
hosp042_pos9,res306,28,7,18
hosp042_pos9,res105,29,9,16
hosp042_pos9,res199,32,3,18
hosp042_pos9,res139,33,10,14
hosp044_pos1,res209,5,10,22
hosp044_pos1,res037,6,9,23
hosp044_pos1,res252,15,11,19
hosp044_pos1,res143,21,7,20
hosp044_pos2,res209,5,10,22
hosp044_pos2,res037,6,9,23
hosp044_pos2,res252,15,11,19
hosp044_pos2,res143,21,7,20
hosp044_pos3,res209,5,10,22
hosp044_pos3,res037,6,9,23
hosp044_pos3,res252,15,11,19
hosp044_pos3,res143,21,7,20
hosp045_pos1,res151,2,11,22
hosp045_pos1,res256,4,5,27
hosp045_pos1,res031,15,11,19
hosp045_pos1,res292,18,9,20
hosp045_pos1,res093,25,13,14
hosp045_pos1,res078,27,10,16
hosp045_pos1,res108,28,11,15
hosp045_pos1,res282,29,10,16
hosp045_pos1,res085,32,7,16
hosp045_pos2,res151,2,11,22
hosp045_pos2,res256,4,5,27
hosp045_pos2,res031,15,11,19
hosp045_pos2,res292,18,9,20
hosp045_pos2,res093,25,13,14
hosp045_pos2,res078,27,10,16
hosp045_pos2,res108,28,11,15
hosp045_pos2,res282,29,10,16
hosp045_pos2,res085,32,7,16
hosp045_pos3,res151,2,11,22
hosp045_pos3,res256,4,5,27
hosp045_pos3,res031,15,11,19
hosp045_pos3,res292,18,9,20
hosp045_pos3,res093,25,13,14
hosp045_pos3,res078,27,10,16
hosp045_pos3,res108,28,11,15
hosp045_pos3,res282,29,10,16
hosp045_pos3,res085,32,7,16
hosp045_pos4,res151,2,11,22
hosp045_pos4,res256,4,5,27
hosp045_pos4,res031,15,11,19
hosp045_pos4,res292,18,9,20
hosp045_pos4,res093,25,13,14
hosp045_pos4,res078,27,10,16
hosp045_pos4,res108,28,11,15
hosp045_pos4,res282,29,10,16
hosp045_pos4,res085,32,7,16
hosp045_pos5,res151,2,11,22
hosp045_pos5,res256,4,5,27
hosp045_pos5,res031,15,11,19
hosp045_pos5,res292,18,9,20
hosp045_pos5,res093,25,13,14
hosp045_pos5,res078,27,10,16
hosp045_pos5,res108,28,11,15
hosp045_pos5,res282,29,10,16
hosp045_pos5,res085,32,7,16
hosp045_pos6,res151,2,11,22
hosp045_pos6,res256,4,5,27
hosp045_pos6,res031,15,11,19
hosp045_pos6,res292,18,9,20
hosp045_pos6,res093,25,13,14
hosp045_pos6,res078,27,10,16
hosp045_pos6,res108,28,11,15
hosp045_pos6,res282,29,10,16
hosp045_pos6,res085,32,7,16
hosp047_pos1,res174,14,13,17
hosp047_pos1,res265,16,8,21
hosp047_pos2,res174,14,13,17
hosp047_pos2,res265,16,8,21
hosp047_pos3,res174,14,13,17
hosp047_pos3,res265,16,8,21
hosp049_pos1,res198,1,10,23
hosp049_pos1,res291,2,13,20
hosp049_pos1,res064,5,7,25
hosp049_pos1,res155,6,2,29
hosp049_pos1,res305,7,9,23
hosp049_pos1,res089,9,12,19
hosp049_pos1,res197,10,4,26
hosp049_pos1,res285,11,12,19
hosp049_pos1,res270,13,13,17
hosp049_pos1,res192,14,12,18
hosp049_pos1,res117,15,3,25
hosp049_pos1,res161,16,12,18
hosp049_pos1,res048,17,5,23
hosp049_pos1,res254,19,8,20
hosp049_pos1,res061,20,8,20
hosp049_pos1,res037,21,8,20
hosp049_pos1,res226,22,3,23
hosp049_pos1,res090,23,8,19
hosp049_pos1,res240,25,4,21
hosp049_pos1,res201,26,7,19
hosp049_pos1,res097,27,9,17
hosp049_pos1,res119,32,7,16
hosp049_pos2,res198,1,10,23
hosp049_pos2,res291,2,13,20
hosp049_pos2,res064,5,7,25
hosp049_pos2,res155,6,2,29
hosp049_pos2,res305,7,9,23
hosp049_pos2,res089,9,12,19
hosp049_pos2,res197,10,4,26
hosp049_pos2,res285,11,12,19
hosp049_pos2,res270,13,13,17
hosp049_pos2,res192,14,12,18
hosp049_pos2,res117,15,3,25
hosp049_pos2,res161,16,12,18
hosp049_pos2,res048,17,5,23
hosp049_pos2,res254,19,8,20
hosp049_pos2,res061,20,8,20
hosp049_pos2,res037,21,8,20
hosp049_pos2,res226,22,3,23
hosp049_pos2,res090,23,8,19
hosp049_pos2,res240,25,4,21
hosp049_pos2,res201,26,7,19
hosp049_pos2,res097,27,9,17
hosp049_pos2,res119,32,7,16
hosp049_pos3,res198,1,10,23
hosp049_pos3,res291,2,13,20
hosp049_pos3,res064,5,7,25
hosp049_pos3,res155,6,2,29
hosp049_pos3,res305,7,9,23
hosp049_pos3,res089,9,12,19
hosp049_pos3,res197,10,4,26
hosp049_pos3,res285,11,12,19
hosp049_pos3,res270,13,13,17
hosp049_pos3,res192,14,12,18
hosp049_pos3,res117,15,3,25
hosp049_pos3,res161,16,12,18
hosp049_pos3,res048,17,5,23
hosp049_pos3,res254,19,8,20
hosp049_pos3,res061,20,8,20
hosp049_pos3,res037,21,8,20
hosp049_pos3,res226,22,3,23
hosp049_pos3,res090,23,8,19
hosp049_pos3,res240,25,4,21
hosp049_pos3,res201,26,7,19
hosp049_pos3,res097,27,9,17
hosp049_pos3,res119,32,7,16
hosp050_pos1,res203,15,13,17
hosp050_pos2,res203,15,13,17
hosp050_pos3,res203,15,13,17
hosp051_pos1,res115,4,5,27
hosp051_pos1,res098,7,12,20
hosp051_pos1,res188,9,9,22
hosp051_pos1,res184,13,7,23
hosp051_pos1,res171,14,12,18
hosp051_pos1,res260,20,9,19
hosp051_pos1,res195,25,9,18
hosp051_pos1,res075,27,5,20
hosp051_pos2,res115,4,5,27
hosp051_pos2,res098,7,12,20
hosp051_pos2,res188,9,9,22
hosp051_pos2,res184,13,7,23
hosp051_pos2,res171,14,12,18
hosp051_pos2,res260,20,9,19
hosp051_pos2,res195,25,9,18
hosp051_pos2,res075,27,5,20
hosp051_pos3,res115,4,5,27
hosp051_pos3,res098,7,12,20
hosp051_pos3,res188,9,9,22
hosp051_pos3,res184,13,7,23
hosp051_pos3,res171,14,12,18
hosp051_pos3,res260,20,9,19
hosp051_pos3,res195,25,9,18
hosp051_pos3,res075,27,5,20
hosp051_pos4,res115,4,5,27
hosp051_pos4,res098,7,12,20
hosp051_pos4,res188,9,9,22
hosp051_pos4,res184,13,7,23
hosp051_pos4,res171,14,12,18
hosp051_pos4,res260,20,9,19
hosp051_pos4,res195,25,9,18
hosp051_pos4,res075,27,5,20
hosp051_pos5,res115,4,5,27
hosp051_pos5,res098,7,12,20
hosp051_pos5,res188,9,9,22
hosp051_pos5,res184,13,7,23
hosp051_pos5,res171,14,12,18
hosp051_pos5,res260,20,9,19
hosp051_pos5,res195,25,9,18
hosp051_pos5,res075,27,5,20
hosp051_pos6,res115,4,5,27
hosp051_pos6,res098,7,12,20
hosp051_pos6,res188,9,9,22
hosp051_pos6,res184,13,7,23
hosp051_pos6,res171,14,12,18
hosp051_pos6,res260,20,9,19
hosp051_pos6,res195,25,9,18
hosp051_pos6,res075,27,5,20
hosp055_pos1,res192,12,13,18
hosp055_pos1,res129,20,9,19
hosp055_pos1,res104,29,11,15
hosp055_pos1,res254,32,13,12
hosp055_pos1,res183,34,10,14
hosp055_pos2,res192,12,13,18
hosp055_pos2,res129,20,9,19
hosp055_pos2,res104,29,11,15
hosp055_pos2,res254,32,13,12
hosp055_pos2,res183,34,10,14
hosp055_pos3,res192,12,13,18
hosp055_pos3,res129,20,9,19
hosp055_pos3,res104,29,11,15
hosp055_pos3,res254,32,13,12
hosp055_pos3,res183,34,10,14
hosp055_pos4,res192,12,13,18
hosp055_pos4,res129,20,9,19
hosp055_pos4,res104,29,11,15
hosp055_pos4,res254,32,13,12
hosp055_pos4,res183,34,10,14
hosp055_pos5,res192,12,13,18
hosp055_pos5,res129,20,9,19
hosp055_pos5,res104,29,11,15
hosp055_pos5,res254,32,13,12
hosp055_pos5,res183,34,10,14
hosp055_pos6,res192,12,13,18
hosp055_pos6,res129,20,9,19
hosp055_pos6,res104,29,11,15
hosp055_pos6,res254,32,13,12
hosp055_pos6,res183,34,10,14
hosp055_pos7,res192,12,13,18
hosp055_pos7,res129,20,9,19
hosp055_pos7,res104,29,11,15
hosp055_pos7,res254,32,13,12
hosp055_pos7,res183,34,10,14
hosp055_pos8,res192,12,13,18
hosp055_pos8,res129,20,9,19
hosp055_pos8,res104,29,11,15
hosp055_pos8,res254,32,13,12
hosp055_pos8,res183,34,10,14
hosp055_pos9,res192,12,13,18
hosp055_pos9,res129,20,9,19
hosp055_pos9,res104,29,11,15
hosp055_pos9,res254,32,13,12
hosp055_pos9,res183,34,10,14
